file,channel,sample_rate,status
GEOFON-GE.xml,GE.PMG.60.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BHE,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BHN,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LHE,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LHN,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BHE,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BHN,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BHZ,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HHE,80.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HHN,80.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HHZ,80.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LHE,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LHN,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BHE,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BHN,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LHE,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LHN,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BH1,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BH2,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BH1,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BH2,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BH1,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BH2,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BHE,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BHN,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BHZ,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HHE,100.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HHN,100.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LHE,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LHN,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BH1,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BH2,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BHZ,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HH1,100.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HH2,100.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BH1,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BH2,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.BHZ,40.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HH1,100.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HH2,100.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.SFJD.10.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.ACRG..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.ACRG..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.ACRG..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.ACRG..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.ACRG..HHN,100.0,Non-zero
GEOFON-GE.xml,GE.ACRG..HHE,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO..SHE,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO..SHN,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO..SHZ,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHE,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHN,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHE,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHN,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BHE,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BHN,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BHZ,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HHE,80.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HHN,80.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HHZ,80.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LHE,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LHN,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHE,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHN,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHE,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHN,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BHE,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BHN,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BHZ,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HHE,80.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HHN,80.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HHZ,80.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LHE,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LHN,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BH1,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BH2,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BH1,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BH2,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BH1,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BH2,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BH1,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BH2,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BH1,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BH2,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BHZ,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HH1,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HH2,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BH1,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BH2,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BHZ,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HH1,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HH2,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BH1,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BH2,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.BHZ,40.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HH1,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HH2,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.10.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.60.BH1,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.60.BH2,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.60.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KMBO.60.HH1,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.60.HH2,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.60.HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.KMBO.60.LH1,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.60.LH2,1.0,Non-zero
GEOFON-GE.xml,GE.KMBO.60.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.APE..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.APE..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.APE..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.APE..SHZ,50.0,Non-zero
GEOFON-GE.xml,GE.APE..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.APE..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.APE..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.APE..SHE,50.0,Non-zero
GEOFON-GE.xml,GE.APE..HHE,100.0,Non-zero
GEOFON-GE.xml,GE.APE..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.APE..HHN,100.0,Non-zero
GEOFON-GE.xml,GE.APE..SHN,50.0,Non-zero
GEOFON-GE.xml,GE.APE..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.APE..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.APE..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.APE..SHZ,50.0,Non-zero
GEOFON-GE.xml,GE.APE..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.APE..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.APE..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.APE..SHE,50.0,Non-zero
GEOFON-GE.xml,GE.APE..HHE,100.0,Non-zero
GEOFON-GE.xml,GE.APE..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.APE..HHN,100.0,Non-zero
GEOFON-GE.xml,GE.APE..SHN,50.0,Non-zero
GEOFON-GE.xml,GE.APEZ..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.APEZ..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.APEZ..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.APEZ..SHZ,50.0,Non-zero
GEOFON-GE.xml,GE.APEZ..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.APEZ..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.APEZ..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.APEZ..SHE,50.0,Non-zero
GEOFON-GE.xml,GE.APEZ..HHE,100.0,Non-zero
GEOFON-GE.xml,GE.APEZ..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.APEZ..HHN,100.0,Non-zero
GEOFON-GE.xml,GE.APEZ..SHN,50.0,Non-zero
GEOFON-GE.xml,GE.ARPR..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.ARPR..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.ARPR..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.ARPR..SHZ,50.0,Non-zero
GEOFON-GE.xml,GE.ARPR..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.ARPR..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.ARPR..SHE,50.0,Non-zero
GEOFON-GE.xml,GE.ARPR..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.ARPR..SHN,50.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHZ,80.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHE,80.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHN,80.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..SHZ,50.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..SHE,50.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHE,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHN,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..SHN,50.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..SHZ,50.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..SHE,50.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHE,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHN,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..SHN,50.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHE,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHN,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHE,100.0,Non-zero
GEOFON-GE.xml,GE.BOAB..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.BOAB..HHN,100.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHZ,80.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHE,80.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHN,80.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHZ,80.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHE,80.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHN,80.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHZ,80.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHE,80.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHN,80.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHE,100.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.DAG..HHN,100.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..HHZ,80.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHZ,40.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHE,40.0,Non-zero
GEOFON-GE.xml,GE.EIL..HHE,80.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..HHN,80.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHN,40.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..HHZ,80.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHZ,40.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHE,40.0,Non-zero
GEOFON-GE.xml,GE.EIL..HHE,80.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..HHN,80.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHN,40.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHZ,40.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHE,40.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHN,40.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHZ,50.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHE,50.0,Non-zero
GEOFON-GE.xml,GE.EIL..HHE,100.0,Non-zero
GEOFON-GE.xml,GE.EIL..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.EIL..HHN,100.0,Non-zero
GEOFON-GE.xml,GE.EIL..SHN,50.0,Non-zero
GEOFON-GE.xml,GE.ISP..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.ISP..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.ISP..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.ISP..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.ISP..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.ISP..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.ISP..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.ISP..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.ISP..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.ISP..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.ISP..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.ISP..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.ISP.00.LHE,1.0,Non-zero
GEOFON-GE.xml,GE.ISP.00.BHN,20.0,Non-zero
GEOFON-GE.xml,GE.ISP.00.LHN,1.0,Non-zero
GEOFON-GE.xml,GE.ISP.00.BHE,20.0,Non-zero
GEOFON-GE.xml,GE.ISP.00.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.ISP.00.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.ISP.10.LHE,1.0,Non-zero
GEOFON-GE.xml,GE.ISP.10.BHN,20.0,Non-zero
GEOFON-GE.xml,GE.ISP.10.LHN,1.0,Non-zero
GEOFON-GE.xml,GE.ISP.10.SHZ,50.0,Non-zero
GEOFON-GE.xml,GE.ISP.10.BHE,20.0,Non-zero
GEOFON-GE.xml,GE.ISP.10.BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.ISP.10.SHE,50.0,Non-zero
GEOFON-GE.xml,GE.ISP.10.LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.ISP.10.SHN,50.0,Non-zero
GEOFON-GE.xml,GE.KBU..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.KBU..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.KBU..LHN,1.0,Non-zero
GEOFON-GE.xml,GE.KBU..SHZ,50.0,Non-zero
GEOFON-GE.xml,GE.KBU..BHE,20.0,Non-zero
GEOFON-GE.xml,GE.KBU..BHZ,20.0,Non-zero
GEOFON-GE.xml,GE.KBU..SHE,50.0,Non-zero
GEOFON-GE.xml,GE.KBU..LHZ,1.0,Non-zero
GEOFON-GE.xml,GE.KBU..SHN,50.0,Non-zero
GEOFON-GE.xml,GE.MATE..LHE,1.0,Non-zero
GEOFON-GE.xml,GE.MATE..BHN,20.0,Non-zero
GEOFON-GE.xml,GE.MATE..HHZ,100.0,Non-zero
GEOFON-GE.xml,GE.MATE..SHZ,50.0,Non-zero
